Issue ID,Issue Labels,Issue URL,Status,Found by,Symptoms,Test validity,Stage,Bug Cause,# Affected module,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?,Test case (original),Test case (reduced),core,async,dyn,std,Lifetime,trait,flag,command,unstable features
131195,"{'I-unsound', 'P-critical', 'I-miscompile', 'T-compiler', 'C-bug', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/131195,valid,developer,3. Miscompilation-Inconsistent Output Issues,,3. MIR-MIR Transform,3. Opt-Missing Cases,1,`-Zmir-opt-level` miscompiles code with panic,2024-10-03T11:29:04Z,2024-10-04T06:46:43Z,131201,https://github.com/rust-lang/rust/pull/131201,Disable jump threading `UnOp::Not` for non-bool,2024/10/3 13:48,2024/10/4 6:46,0,111,"['jump_threading.rs', 'jump_threading.bitwise_not.JumpThreading.panic-abort.diff', 'jump_threading.bitwise_not.JumpThreading.panic-unwind.diff', 'jump_threading.rs']","['compiler/rustc_mir_transform/src', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt']",P-critical,0,"pub fn myfunc() -> i32 {
 let mut c :i32 = 1;
 c = 1 ;
 if !c != 0 {
 return 1;
 }
 panic!(""Reached end of non-void function"");
 }
 
 pub fn main() {
 let e = myfunc();
 println!(""e={}"", e);
 }","pub fn myfunc() -> i32 {
 let mut c :i32 = 1;
 c = 1 ;
 if !c != 0 {
 return 1;
 }
 panic!(""Reached end of non-void function"");
 }
 
 pub fn main() {
 let e = myfunc();
 println!(""e={}"", e);
 }",,,,,,,,,
131123,"{'I-ICE', 'F-type_alias_impl_trait', 'T-rustdoc', 'A-synthetic-impls', 'C-bug', 'E-needs-mcve', 'A-auto-traits'}",https://github.com/rust-lang/rust/issues/131123,duplicate,,,,,,,ICE when running `cargo doc`: unexpected region kind: !2_1,2024-10-02T01:35:08Z,2024-10-02T13:34:56Z,,,,,,0,,,,,0,,,,,,,,,,,
131064,"{'I-ICE', 'T-compiler', 'A-mir-opt', 'C-bug'}",https://github.com/rust-lang/rust/issues/131064,valid,icemaker,1. Crash-Front-end Panic,valid,1. AST,4. Basic syntax&structure,2,"ICE: `assertion failed: matches!(scalar, Scalar::Int(..))`",2024-09-30T12:46:54Z,2024-10-07T03:20:58Z,131068,https://github.com/rust-lang/rust/pull/131068,Don't use Immediate::offset to transmute pointers to integers,2024/9/30 16:01,2024/10/7 3:21,6,122,"['operand.rs', 'place.rs', 'projection.rs', 'gvn.rs', 'closure_macro.cov-map', 'closure_macro_async.cov-map']","['compiler/rustc_const_eval/src/interpret', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_mir_transform/src', 'tests/coverage', 'tests/coverage']",,0,"use std::{mem, ptr};
 
 fn main() {
 basic();
 }
 
 fn basic() {
 let x = &42;
 let ptr = x as *const i32;
 
 let addr_mu: mem::MaybeUninit<usize> = unsafe { mem::transmute(ptr) };
 }
 ","use std::{mem, ptr};
 
 fn main() {
 basic();
 }
 
 fn basic() {
 let x = &42;
 let ptr = x as *const i32;
 
 let addr_mu: mem::MaybeUninit<usize> = unsafe { mem::transmute(ptr) };
 }
 ",,,,1,,,,,
130985,"{'relnotes', 'A-trait-objects', 'T-types', 'A-coercions', 'relnotes-tracking-issue', 'WG-trait-system-refactor', 'T-lang'}",https://github.com/rust-lang/rust/issues/130985,exclude,,,,,,,Tracking issue for release notes of #126660: Allow dropping `dyn Trait` principal,2024-09-28T16:36:21Z,2024-11-22T22:13:27Z,,,,,,55,,,,,0,,,,,,,,,,,
130853,"{'I-unsound', 'A-codegen', 'I-miscompile', 'WG-mir-opt', 'P-high', 'T-compiler', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/130853,valid,developer,3. Miscompilation-Inconsistent Output Issues,,3. MIR-MIR Transform,2. Ownership-Borrow&Move,1,Miscompile in the GVN transform,2024-09-25T20:37:18Z,2024-11-27T18:41:45Z,133474,https://github.com/rust-lang/rust/pull/133474,Do not unify dereferences of shared borrows in GVN,2024/11/25 19:40,2024/11/27 18:41,62,1096,"['gvn.rs', 'closure.cov-map', 'issue-84561.cov-map', 'read_immutable_static.main.GVN.diff', 'read_immutable_static.rs', 'ref_deref.main.GVN.diff', 'ref_deref_project.main.GVN.diff', 'ref_deref_project.rs', 'slice_len.main.GVN.32bit.panic-abort.diff', 'slice_len.main.GVN.32bit.panic-unwind.diff', 'slice_len.main.GVN.64bit.panic-abort.diff', 'slice_len.main.GVN.64bit.panic-unwind.diff', 'slice_len.rs', 'gvn.borrowed.GVN.panic-abort.diff', 'gvn.borrowed.GVN.panic-unwind.diff', 'gvn.dereferences.GVN.panic-abort.diff', 'gvn.dereferences.GVN.panic-unwind.diff', 'gvn.fn_pointers.GVN.panic-abort.diff', 'gvn.fn_pointers.GVN.panic-unwind.diff', 'gvn.rs', 'gvn.slices.GVN.panic-abort.diff', 'gvn.slices.GVN.panic-unwind.diff', 'gvn.subexpression_elimination.GVN.panic-abort.diff', 'gvn.subexpression_elimination.GVN.panic-unwind.diff', 'gvn_uninhabited.f.GVN.panic-abort.diff', 'gvn_uninhabited.f.GVN.panic-unwind.diff', 'deref_nested_borrows.rs', 'deref_nested_borrows.src.GVN.panic-abort.diff', 'deref_nested_borrows.src.GVN.panic-unwind.diff', 'deref_nested_borrows.src.PreCodegen.after.panic-abort.mir', 'deref_nested_borrows.src.PreCodegen.after.panic-unwind.mir', 'slice_filter.variant_a-{closure#0}.PreCodegen.after.mir', 'slice_filter.variant_b-{closure#0}.PreCodegen.after.mir']","['compiler/rustc_mir_transform/src', 'tests/coverage', 'tests/coverage', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen']",P-high,0,"unsafe fn src(x: &&u8) -> bool {
 let y = **x;
 unknown();
 **x == y
 }
 
 static mut SUSSY: *mut u8 = core::ptr::null_mut();
 
 #[inline(never)]
 unsafe fn unknown() {
 *SUSSY = 1;
 }
 
 fn main() {
 let mut s = 0;
 unsafe {
 SUSSY = core::ptr::addr_of_mut!(s);
 println!(""{}"", src(&*core::ptr::addr_of!(SUSSY).cast::<&u8>()));
 }
 }","unsafe fn src(x: &&u8) -> bool {
 let y = **x;
 unknown();
 **x == y
 }
 
 static mut SUSSY: *mut u8 = core::ptr::null_mut();
 
 #[inline(never)]
 unsafe fn unknown() {
 *SUSSY = 1;
 }
 
 fn main() {
 let mut s = 0;
 unsafe {
 SUSSY = core::ptr::addr_of_mut!(s);
 println!(""{}"", src(&*core::ptr::addr_of!(SUSSY).cast::<&u8>()));
 }
 }",1,,,,,,,,
130769,"{'I-ICE', 'S-has-bisection', 'P-critical', 'regression-from-stable-to-nightly', 'T-compiler', 'S-has-mcve', 'C-bug', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/130769,valid,developer,1. Crash-Front-end Panic,valid,3. MIR-MIR Transform,3. Opt-Wrong Implementations,5,Panic while compiling http-body v0.4.6 with rustc 1.83.0-nightly (7042c269c 2024-09-23),2024-09-24T05:19:06Z,,130786,https://github.com/rust-lang/rust/pull/130786,,,,2,,,,P-critical,0,,"use std::task::Poll;
 
 pub fn poll(val: Poll<Result<Option<Vec<u8>>, u8>>) {
 match val {
 Poll::Ready(Ok(Some(_trailers))) => {}
 Poll::Ready(Err(_err)) => {}
 Poll::Ready(Ok(None)) => {}
 Poll::Pending => {}
 }
 }",,,,1,,,"+nightly
--release",cargo +nightly build --release,
130545,"{'T-compiler', 'A-diagnostics', 'A-suggestion-diagnostics', 'A-borrow-checker'}",https://github.com/rust-lang/rust/issues/130545,valid,members,4. Diagnostic Issues-Improper Fix Suggestion,,3. MIR-report,2. Ownership-Lifetime,6,Improve borrow checking error in cases where `+ use<>` could be used,2024-09-19T05:51:16Z,2024-10-31T06:21:53Z,131186,https://github.com/rust-lang/rust/pull/131186,Try to point out when edition 2024 lifetime capture rules cause borrowck issues,2024/10/3 4:48,2024/10/31 6:21,42,852,"['lib.rs', 'conflict_errors.rs', 'mod.rs', 'opaque_suggestions.rs', 'opaque_types.rs', 'hir.rs', 'check.rs', 'collect.rs', 'mod.rs', '_match.rs', 'mod.rs', 'cstore_impl.rs', 'encoder.rs', 'mod.rs', 'erase.rs', 'mod.rs', 'context.rs', 'parameterized.rs', 'note_and_explain.rs', 'fulfillment_errors.rs', 'assoc.rs', 'opaque_types.rs', 'foreign.rs', 'foreign-2021.rs', 'foreign-2021.stderr', 'migration-note.rs', 'migration-note.stderr']","['compiler/rustc_ast_lowering/src', 'compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_hir/src', 'compiler/rustc_hir_analysis/src/check', 'compiler/rustc_hir_analysis/src', 'compiler/rustc_hir_analysis/src/hir_ty_lowering', 'compiler/rustc_hir_typeck/src', 'compiler/rustc_infer/src/infer/opaque_types', 'compiler/rustc_metadata/src/rmeta/decoder', 'compiler/rustc_metadata/src/rmeta', 'compiler/rustc_metadata/src/rmeta', 'compiler/rustc_middle/src/query', 'compiler/rustc_middle/src/query', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'compiler/rustc_trait_selection/src/error_reporting/infer', 'compiler/rustc_trait_selection/src/error_reporting/traits', 'compiler/rustc_ty_utils/src', 'compiler/rustc_ty_utils/src', 'tests/ui/impl-trait/precise-capturing/auxiliary', 'tests/ui/impl-trait/precise-capturing', 'tests/ui/impl-trait/precise-capturing', 'tests/ui/impl-trait/precise-capturing', 'tests/ui/impl-trait/precise-capturing']",,0,,"#![allow(warnings)]
 
 fn main() {
 let mut data = vec![1, 2, 3];
 let mut i = indices(&data);
 data.push(4);
 i.next();
 }
 
 fn indices<T>(
 slice: &[T],
 ) -> impl Iterator<Item = usize> {
 0 .. slice.len()
 }",,,,,,Iterator,,,
130400,"{'I-ICE', 'A-HIR', 'T-compiler', 'C-bug', 'requires-debug-assertions'}",https://github.com/rust-lang/rust/issues/130400,valid,icemaker,1. Crash-Front-end Panic,invalid,5. Utils: Middle & ty utils & apfloat & metadata &macros,4. Basic syntax&structure,1,"ICE: assertion failed compiler/rustc_hir_typeck/src/fn_ctxt/checks.rs:2557:13: `1 == 2`/ `params_with_generics.len(), matched_inputs.len()`",2024-09-15T13:12:27Z,2024-09-18T07:04:08Z,130496,https://github.com/rust-lang/rust/pull/130496,Fix circular fn_sig queries to correct number of args for methods,2024/9/18 1:32,2024/9/18 7:04,2,36,"['values.rs', 'mismatch-args-crash-issue-130400.rs', 'mismatch-args-crash-issue-130400.stderr']","['compiler/rustc_middle/src', 'tests/ui/mismatched_types', 'tests/ui/mismatched_types']",,0,"//@ run-pass
 #![allow(dead_code)]
 
 #[derive(m.len(), 0)]
 struct LM { resize_at: usize, size: usize }
 
 enum HashMap<K,V> {
 HashMap_(LM, Vec<(K,V)>)
 }
 
 fn linear_map<K,Vec>(&mut self) -> HashMap<_> {
 HashMap::HashMap_(LMlinear_map::<(),()>(), linear_map::<(),()>())
 }
 
 impl<K,V> HashMap<K,V> {
 pub fn len(& self) -> usize {
 match *self {
 HashMap::HashMap_(ref l, _) => l.size
 }
 }
 }
 
 pub fn len(&mut self) -> usize {
 match *self {
 HashMap::HashMap_(ref l, _) => l.size
 }
 }","fn linear_map<K, Vec>(&mut self) -> HashMap<_> {
 HashMap::HashMap_(LMlinear_map::<(), ()>(), linear_map::<(), ()>())
 }",,,,,,,,,
130347,"{'I-ICE', 'A-trait-objects', 'T-types', 'I-unsound', 'P-high', 'C-bug'}",https://github.com/rust-lang/rust/issues/130347,valid,developer,3. Miscompilation-Safe Rust Causes UB,,2. HIR-type & wf check,1. Type-Trait & Bound,3,Unconstrained lifetime in associated type using trait object leads to unsound lifetime extension and ICE,2024-09-14T10:14:15Z,2024-10-05T06:18:30Z,130367,https://github.com/rust-lang/rust/pull/130367,Check elaborated projections from dyn don't mention unconstrained late bound lifetimes,2024/9/14 19:59,2024/10/5 6:18,20,167,"['dyn_compatibility.rs', 'predicate.rs', 'elaborate.rs', 'inherent.rs', 'elaborated-predicates-unconstrained-late-bound.rs', 'elaborated-predicates-unconstrained-late-bound.stderr', 'pretty.rs', 'pretty.stderr']","['compiler/rustc_hir_analysis/src/hir_ty_lowering', 'compiler/rustc_middle/src/ty', 'compiler/rustc_type_ir/src', 'compiler/rustc_type_ir/src', 'tests/ui/traits/object', 'tests/ui/traits/object', 'tests/ui/traits/object', 'tests/ui/traits/object']",P-high,0,"trait A<T>: B<T = T> {}
 
 trait B {
 type T;
 }
 
 struct Erase<T: ?Sized + B>(T::T);
 
 fn main() {
 let x = {
 let x = String::from(""hello"");
 
 Erase::<dyn for<'a> A<&'a _>>(x.as_str())
 };
 
 dbg!(x.0);
 }","trait A<T>: B<T = T> {}
 
 trait B {
 type T;
 }
 
 struct Erase<T: ?Sized + B>(T::T);
 
 fn main() {
 let x = {
 let x = String::from(""hello"");
 
 Erase::<dyn for<'a> A<&'a _>>(x.as_str())
 };
 
 dbg!(x.0);
 }",,,1,,1,?Sized,,,
130103,"{'I-ICE', 'A-trait-system', 'T-compiler', 'C-bug', 'WG-compiler-parallel'}",https://github.com/rust-lang/rust/issues/130103,duplicate,,,,,,,Internal Compiler Error when trying to compile a small project (only dependency: clap),2024-09-08T15:10:52Z,2024-09-10T02:37:18Z,,,,,,1,,,,,0,,,,,,,,,,,
130030,"{'A-trait-objects', 'T-types', 'T-compiler', 'D-terse', 'A-raw-pointers', 'A-diagnostics', 'D-confusing'}",https://github.com/rust-lang/rust/issues/130030,valid,members,4. Diagnostic Issues-Improper Fix Suggestion,,3. MIR-MIR Transform,2. Ownership-Lifetime,6,Confusing diagnostic for invalid casts of pointers to trait objects,2024-09-06T12:36:15Z,2024-09-25T04:53:47Z,130234,https://github.com/rust-lang/rust/pull/130234,improve compile errors for invalid ptr-to-ptr casts with trait objects,2024/9/11 17:08,2024/9/25 4:53,18,946,"['explain_borrow.rs', 'region_errors.rs', 'mod.rs', 'base.rs', 'rvalue.rs', 'check.rs', 'cast.rs', 'cast.rs', 'coercion.rs', 'expr_use_visitor.rs', 'query.rs', 'statement.rs', 'syntax.rs', 'thir.rs', 'visit.rs', 'adjustment.rs', 'cast.rs', 'as_place.rs', 'as_rvalue.rs', 'test.rs', 'expr.rs', 'print.rs', 'cleanup_post_borrowck.rs', 'dataflow_const_prop.rs', 'gvn.rs', 'mentioned_items.rs', 'async_destructor_ctor.rs', 'validate.rs', 'collector.rs', 'mir.rs', 'ty.rs', 'body.rs', 'qualify_min_const_fn.rs', 'dyn-upcast-trait-mismatch.stderr', 'address_of.address_of_reborrow.SimplifyCfg-initial.after.mir', 'build_correct_coerce.main.built.after.mir', 'receiver_ptr_mutability.main.built.after.mir', 'storage_live_dead_in_statics.XXX.built.after.mir', 'const_promotion_extern_static.BAR.PromoteTemps.diff', 'const_promotion_extern_static.FOO.PromoteTemps.diff', 'bad_op_unsafe_oob_for_slices.main.GVN.32bit.panic-abort.diff', 'bad_op_unsafe_oob_for_slices.main.GVN.32bit.panic-unwind.diff', 'bad_op_unsafe_oob_for_slices.main.GVN.64bit.panic-abort.diff', 'bad_op_unsafe_oob_for_slices.main.GVN.64bit.panic-unwind.diff', 'reify_fn_ptr.main.GVN.diff', 'reify_fn_ptr.rs', 'slice_len.main.GVN.32bit.panic-abort.diff', 'slice_len.main.GVN.32bit.panic-unwind.diff', 'slice_len.main.GVN.64bit.panic-abort.diff', 'slice_len.main.GVN.64bit.panic-unwind.diff', 'slice_len.rs', 'issue_107511.main.CopyProp.panic-abort.diff', 'issue_107511.main.CopyProp.panic-unwind.diff', 'default_boxed_slice.main.GVN.32bit.panic-abort.diff', 'default_boxed_slice.main.GVN.32bit.panic-unwind.diff', 'default_boxed_slice.main.GVN.64bit.panic-abort.diff', 'default_boxed_slice.main.GVN.64bit.panic-unwind.diff', 'slice_len.main.DataflowConstProp.32bit.panic-abort.diff', 'slice_len.main.DataflowConstProp.32bit.panic-unwind.diff', 'slice_len.main.DataflowConstProp.64bit.panic-abort.diff', 'slice_len.main.DataflowConstProp.64bit.panic-unwind.diff', 'gvn.array_len.GVN.panic-abort.diff', 'gvn.array_len.GVN.panic-unwind.diff', 'gvn.fn_pointers.GVN.panic-abort.diff', 'gvn.fn_pointers.GVN.panic-unwind.diff', 'gvn.wide_ptr_provenance.GVN.panic-abort.diff', 'gvn.wide_ptr_provenance.GVN.panic-unwind.diff', 'gvn.wide_ptr_same_provenance.GVN.panic-abort.diff', 'gvn.wide_ptr_same_provenance.GVN.panic-unwind.diff', 'dyn_trait.get_query.Inline.panic-abort.diff', 'dyn_trait.get_query.Inline.panic-unwind.diff', 'dyn_trait.try_execute_query.Inline.panic-abort.diff', 'dyn_trait.try_execute_query.Inline.panic-unwind.diff', 'issue_76432.test.SimplifyComparisonIntegral.panic-abort.diff', 'issue_76432.test.SimplifyComparisonIntegral.panic-unwind.diff', 'lower_array_len.array_bound.GVN.panic-abort.diff', 'lower_array_len.array_bound.GVN.panic-unwind.diff', 'lower_array_len.array_bound_mut.GVN.panic-abort.diff', 'lower_array_len.array_bound_mut.GVN.panic-unwind.diff', 'lower_array_len.array_len.GVN.panic-abort.diff', 'lower_array_len.array_len.GVN.panic-unwind.diff', 'lower_array_len.array_len_by_value.GVN.panic-abort.diff', 'lower_array_len.array_len_by_value.GVN.panic-unwind.diff', 'lower_array_len.array_len_raw.GVN.panic-abort.diff', 'lower_array_len.array_len_raw.GVN.panic-unwind.diff', 'lower_array_len.array_len_reborrow.GVN.panic-abort.diff', 'lower_array_len.array_len_reborrow.GVN.panic-unwind.diff', 'issue_117368_print_invalid_constant.main.GVN.32bit.panic-abort.diff', 'issue_117368_print_invalid_constant.main.GVN.64bit.panic-abort.diff', 'retag.main.SimplifyCfg-pre-optimizations.after.panic-abort.mir', 'retag.main.SimplifyCfg-pre-optimizations.after.panic-unwind.mir', 'simplify_locals.c.SimplifyLocals-before-const-prop.diff', 'lifetimes.foo.ScalarReplacementOfAggregates.diff', 'two-phase-surprise-no-conflict.stderr', 'casts-differing-anon.stderr', 'ptr-to-trait-obj-different-args.rs', 'ptr-to-trait-obj-different-args.stderr', 'ptr-to-trait-obj-different-regions-id-trait.current.stderr', 'ptr-to-trait-obj-different-regions-id-trait.next.stderr', 'ptr-to-trait-obj-different-regions-misc.rs', 'ptr-to-trait-obj-different-regions-misc.stderr', 'ptr-to-trait-obj-wrap-upcast.stderr', 'dropck_trait_cycle_checked.stderr', 'dyn-to-rigid.rs', 'dyn-to-rigid.stderr', 'enum-cast.rs', 'kindck-impl-type-params.stderr', 'issue-90600-expected-return-static-indirect.stderr', 'cast-rfc0401.stderr', 'issue-54779-anon-static-lifetime.stderr', 'cast_static_lifetime.stderr', 'type_ascription_static_lifetime.stderr', 'regions-close-object-into-object-4.stderr', 'regions-close-object-into-object-5.stderr', 'regions-close-over-type-parameter-1.stderr', 'suggest-using-tick-underscore-lifetime-in-return-trait-object.stderr', 'trait-object-lifetime-default-note.rs', 'trait-object-lifetime-default-note.stderr', 'type-checking-test-3.stderr', 'type-checking-test-4.stderr', 'upcast_soundness_bug.rs', 'upcast_soundness_bug.stderr']","['compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/diagnostics', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_codegen_cranelift/src', 'compiler/rustc_codegen_ssa/src/mir', 'compiler/rustc_const_eval/src/check_consts', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_hir_typeck/src', 'compiler/rustc_hir_typeck/src', 'compiler/rustc_hir_typeck/src', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src/mir', 'compiler/rustc_middle/src', 'compiler/rustc_middle/src/thir', 'compiler/rustc_middle/src/ty', 'compiler/rustc_middle/src/ty', 'compiler/rustc_mir_build/src/build/expr', 'compiler/rustc_mir_build/src/build/expr', 'compiler/rustc_mir_build/src/build/matches', 'compiler/rustc_mir_build/src/thir/cx', 'compiler/rustc_mir_build/src/thir', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src/shim', 'compiler/rustc_mir_transform/src', 'compiler/rustc_monomorphize/src', 'compiler/rustc_smir/src/rustc_smir/convert', 'compiler/rustc_smir/src/rustc_smir/convert', 'compiler/stable_mir/src/mir', 'src/tools/clippy/clippy_utils/src', 'src/tools/miri/tests/fail', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/building', 'tests/mir-opt/building', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/const_prop', 'tests/mir-opt/copy-prop', 'tests/mir-opt/copy-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt/dataflow-const-prop', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/inline', 'tests/mir-opt/inline', 'tests/mir-opt/inline', 'tests/mir-opt/inline', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/pre-codegen', 'tests/mir-opt/pre-codegen', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt', 'tests/mir-opt/sroa', 'tests/ui/borrowck', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/cast', 'tests/ui/dropck', 'tests/ui/dyn-star', 'tests/ui/dyn-star', 'tests/ui/dyn-star', 'tests/ui/kindck', 'tests/ui/lifetimes', 'tests/ui/mismatched_types', 'tests/ui/nll', 'tests/ui/nll/user-annotations', 'tests/ui/nll/user-annotations', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/regions', 'tests/ui/suggestions/lifetimes', 'tests/ui/traits', 'tests/ui/traits', 'tests/ui/traits/trait-upcasting', 'tests/ui/traits/trait-upcasting', 'tests/ui/traits', 'tests/ui/traits']",,0,"fn main() {
 let ptr: *const dyn Fn() = &|| ();
 _ = ptr as *const dyn Fn(u8);
 }","fn main() {
 let ptr: *const dyn Fn() = &|| ();
 _ = ptr as *const dyn Fn(u8);
 }",,,1,,,,,,
